file,speaker,corrupted,sentence_code,sentence,emotion_code,emotion
1024/1024_TAI_NEU_XX.wav,1024,False,TAI,The airplane is almost full,NEU,neutral
1024/1024_TAI_HAP_XX.wav,1024,False,TAI,The airplane is almost full,HAP,happy/joy
1024/1024_TAI_SAD_XX.wav,1024,False,TAI,The airplane is almost full,SAD,sad
1024/1024_TAI_ANG_XX.wav,1024,False,TAI,The airplane is almost full,ANG,anger
1024/1024_TAI_FEA_XX.wav,1024,False,TAI,The airplane is almost full,FEA,fear
1024/1024_TAI_DIS_XX.wav,1024,False,TAI,The airplane is almost full,DIS,disgust
1024/1024_MTI_NEU_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1024/1024_MTI_HAP_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1024/1024_MTI_SAD_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1024/1024_MTI_ANG_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1024/1024_MTI_FEA_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1024/1024_MTI_DIS_XX.wav,1024,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1024/1024_IWL_NEU_XX.wav,1024,False,IWL,I would like a new alarm clock,NEU,neutral
1024/1024_IWL_HAP_XX.wav,1024,False,IWL,I would like a new alarm clock,HAP,happy/joy
1024/1024_IWL_SAD_XX.wav,1024,False,IWL,I would like a new alarm clock,SAD,sad
1024/1024_IWL_ANG_XX.wav,1024,False,IWL,I would like a new alarm clock,ANG,anger
1024/1024_IWL_FEA_XX.wav,1024,False,IWL,I would like a new alarm clock,FEA,fear
1024/1024_IWL_DIS_XX.wav,1024,False,IWL,I would like a new alarm clock,DIS,disgust
1024/1024_ITH_NEU_XX.wav,1024,False,ITH,I think I have a doctor's appointment,NEU,neutral
1024/1024_ITH_HAP_XX.wav,1024,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1024/1024_ITH_SAD_XX.wav,1024,False,ITH,I think I have a doctor's appointment,SAD,sad
1024/1024_ITH_ANG_XX.wav,1024,False,ITH,I think I have a doctor's appointment,ANG,anger
1024/1024_ITH_FEA_XX.wav,1024,False,ITH,I think I have a doctor's appointment,FEA,fear
1024/1024_ITH_DIS_XX.wav,1024,False,ITH,I think I have a doctor's appointment,DIS,disgust
1024/1024_DFA_NEU_XX.wav,1024,False,DFA,Don't forget a jacket,NEU,neutral
1024/1024_DFA_HAP_XX.wav,1024,False,DFA,Don't forget a jacket,HAP,happy/joy
1024/1024_DFA_SAD_XX.wav,1024,False,DFA,Don't forget a jacket,SAD,sad
1024/1024_DFA_ANG_XX.wav,1024,False,DFA,Don't forget a jacket,ANG,anger
1024/1024_DFA_FEA_XX.wav,1024,False,DFA,Don't forget a jacket,FEA,fear
1024/1024_DFA_DIS_XX.wav,1024,False,DFA,Don't forget a jacket,DIS,disgust
1024/1024_ITS_NEU_XX.wav,1024,False,ITS,I think I've seen this before,NEU,neutral
1024/1024_ITS_HAP_XX.wav,1024,False,ITS,I think I've seen this before,HAP,happy/joy
1024/1024_ITS_SAD_XX.wav,1024,False,ITS,I think I've seen this before,SAD,sad
1024/1024_ITS_ANG_XX.wav,1024,False,ITS,I think I've seen this before,ANG,anger
1024/1024_ITS_FEA_XX.wav,1024,False,ITS,I think I've seen this before,FEA,fear
1024/1024_ITS_DIS_XX.wav,1024,False,ITS,I think I've seen this before,DIS,disgust
1024/1024_TSI_NEU_XX.wav,1024,False,TSI,The surface is slick,NEU,neutral
1024/1024_TSI_HAP_XX.wav,1024,False,TSI,The surface is slick,HAP,happy/joy
1024/1024_TSI_SAD_XX.wav,1024,False,TSI,The surface is slick,SAD,sad
1024/1024_TSI_ANG_XX.wav,1024,False,TSI,The surface is slick,ANG,anger
1024/1024_TSI_FEA_XX.wav,1024,False,TSI,The surface is slick,FEA,fear
1024/1024_TSI_DIS_XX.wav,1024,False,TSI,The surface is slick,DIS,disgust
1024/1024_WSI_NEU_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1024/1024_WSI_HAP_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1024/1024_WSI_SAD_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,SAD,sad
1024/1024_WSI_ANG_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,ANG,anger
1024/1024_WSI_FEA_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,FEA,fear
1024/1024_WSI_DIS_XX.wav,1024,False,WSI,We'll stop in a couple of minutes,DIS,disgust
1025/1025_IEO_NEU_XX.wav,1025,False,IEO,It's eleven o'clock,NEU,neutral
1025/1025_IEO_HAP_LO.wav,1025,False,IEO,It's eleven o'clock,HAP,happy/joy
1025/1025_IEO_HAP_MD.wav,1025,False,IEO,It's eleven o'clock,HAP,happy/joy
1025/1025_IEO_HAP_HI.wav,1025,False,IEO,It's eleven o'clock,HAP,happy/joy
1025/1025_IEO_SAD_LO.wav,1025,False,IEO,It's eleven o'clock,SAD,sad
1025/1025_IEO_SAD_MD.wav,1025,False,IEO,It's eleven o'clock,SAD,sad
1025/1025_IEO_SAD_HI.wav,1025,False,IEO,It's eleven o'clock,SAD,sad
1025/1025_IEO_ANG_LO.wav,1025,False,IEO,It's eleven o'clock,ANG,anger
1025/1025_IEO_ANG_MD.wav,1025,False,IEO,It's eleven o'clock,ANG,anger
1025/1025_IEO_ANG_HI.wav,1025,False,IEO,It's eleven o'clock,ANG,anger
1025/1025_IEO_FEA_LO.wav,1025,False,IEO,It's eleven o'clock,FEA,fear
1025/1025_IEO_FEA_MD.wav,1025,False,IEO,It's eleven o'clock,FEA,fear
1025/1025_IEO_FEA_HI.wav,1025,False,IEO,It's eleven o'clock,FEA,fear
1025/1025_IEO_DIS_LO.wav,1025,False,IEO,It's eleven o'clock,DIS,disgust
1025/1025_IEO_DIS_MD.wav,1025,False,IEO,It's eleven o'clock,DIS,disgust
1025/1025_IEO_DIS_HI.wav,1025,False,IEO,It's eleven o'clock,DIS,disgust
1025/1025_TIE_NEU_XX.wav,1025,False,TIE,That is exactly what happened,NEU,neutral
1025/1025_TIE_HAP_XX.wav,1025,False,TIE,That is exactly what happened,HAP,happy/joy
1025/1025_TIE_SAD_XX.wav,1025,False,TIE,That is exactly what happened,SAD,sad
1025/1025_TIE_ANG_XX.wav,1025,False,TIE,That is exactly what happened,ANG,anger
1025/1025_TIE_FEA_XX.wav,1025,False,TIE,That is exactly what happened,FEA,fear
1025/1025_TIE_DIS_XX.wav,1025,False,TIE,That is exactly what happened,DIS,disgust
1025/1025_IOM_NEU_XX.wav,1025,False,IOM,I'm on my way to the meeting,NEU,neutral
1025/1025_IOM_HAP_XX.wav,1025,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1025/1025_IOM_SAD_XX.wav,1025,False,IOM,I'm on my way to the meeting,SAD,sad
1025/1025_IOM_ANG_XX.wav,1025,False,IOM,I'm on my way to the meeting,ANG,anger
1025/1025_IOM_FEA_XX.wav,1025,False,IOM,I'm on my way to the meeting,FEA,fear
1025/1025_IOM_DIS_XX.wav,1025,False,IOM,I'm on my way to the meeting,DIS,disgust
1025/1025_IWW_NEU_XX.wav,1025,False,IWW,I wonder what this is about,NEU,neutral
1025/1025_IWW_HAP_XX.wav,1025,False,IWW,I wonder what this is about,HAP,happy/joy
1025/1025_IWW_SAD_XX.wav,1025,False,IWW,I wonder what this is about,SAD,sad
1025/1025_IWW_ANG_XX.wav,1025,False,IWW,I wonder what this is about,ANG,anger
1025/1025_IWW_FEA_XX.wav,1025,False,IWW,I wonder what this is about,FEA,fear
1025/1025_IWW_DIS_XX.wav,1025,False,IWW,I wonder what this is about,DIS,disgust
1025/1025_TAI_NEU_XX.wav,1025,False,TAI,The airplane is almost full,NEU,neutral
1025/1025_TAI_HAP_XX.wav,1025,False,TAI,The airplane is almost full,HAP,happy/joy
1025/1025_TAI_SAD_XX.wav,1025,False,TAI,The airplane is almost full,SAD,sad
1025/1025_TAI_ANG_XX.wav,1025,False,TAI,The airplane is almost full,ANG,anger
1025/1025_TAI_FEA_XX.wav,1025,False,TAI,The airplane is almost full,FEA,fear
1025/1025_TAI_DIS_XX.wav,1025,False,TAI,The airplane is almost full,DIS,disgust
1025/1025_MTI_NEU_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1025/1025_MTI_HAP_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1025/1025_MTI_SAD_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1025/1025_MTI_ANG_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1025/1025_MTI_FEA_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1025/1025_MTI_DIS_XX.wav,1025,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1025/1025_IWL_NEU_XX.wav,1025,False,IWL,I would like a new alarm clock,NEU,neutral
1025/1025_IWL_HAP_XX.wav,1025,False,IWL,I would like a new alarm clock,HAP,happy/joy
1025/1025_IWL_SAD_XX.wav,1025,False,IWL,I would like a new alarm clock,SAD,sad
1025/1025_IWL_ANG_XX.wav,1025,False,IWL,I would like a new alarm clock,ANG,anger
1025/1025_IWL_FEA_XX.wav,1025,False,IWL,I would like a new alarm clock,FEA,fear
1025/1025_IWL_DIS_XX.wav,1025,False,IWL,I would like a new alarm clock,DIS,disgust
1025/1025_ITH_NEU_XX.wav,1025,False,ITH,I think I have a doctor's appointment,NEU,neutral
1025/1025_ITH_HAP_XX.wav,1025,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1025/1025_ITH_SAD_XX.wav,1025,False,ITH,I think I have a doctor's appointment,SAD,sad
1025/1025_ITH_ANG_XX.wav,1025,False,ITH,I think I have a doctor's appointment,ANG,anger
1025/1025_ITH_FEA_XX.wav,1025,False,ITH,I think I have a doctor's appointment,FEA,fear
1025/1025_ITH_DIS_XX.wav,1025,False,ITH,I think I have a doctor's appointment,DIS,disgust
1025/1025_DFA_NEU_XX.wav,1025,False,DFA,Don't forget a jacket,NEU,neutral
1025/1025_DFA_HAP_XX.wav,1025,False,DFA,Don't forget a jacket,HAP,happy/joy
1025/1025_DFA_SAD_XX.wav,1025,False,DFA,Don't forget a jacket,SAD,sad
1025/1025_DFA_ANG_XX.wav,1025,False,DFA,Don't forget a jacket,ANG,anger
1025/1025_DFA_FEA_XX.wav,1025,False,DFA,Don't forget a jacket,FEA,fear
1025/1025_DFA_DIS_XX.wav,1025,False,DFA,Don't forget a jacket,DIS,disgust
1025/1025_ITS_NEU_XX.wav,1025,False,ITS,I think I've seen this before,NEU,neutral
1025/1025_ITS_HAP_XX.wav,1025,False,ITS,I think I've seen this before,HAP,happy/joy
1025/1025_ITS_SAD_XX.wav,1025,False,ITS,I think I've seen this before,SAD,sad
1025/1025_ITS_ANG_XX.wav,1025,False,ITS,I think I've seen this before,ANG,anger
1025/1025_ITS_FEA_XX.wav,1025,False,ITS,I think I've seen this before,FEA,fear
1025/1025_ITS_DIS_XX.wav,1025,False,ITS,I think I've seen this before,DIS,disgust
1025/1025_TSI_NEU_XX.wav,1025,False,TSI,The surface is slick,NEU,neutral
1025/1025_TSI_HAP_XX.wav,1025,False,TSI,The surface is slick,HAP,happy/joy
1025/1025_TSI_SAD_XX.wav,1025,False,TSI,The surface is slick,SAD,sad
1025/1025_TSI_ANG_XX.wav,1025,False,TSI,The surface is slick,ANG,anger
1025/1025_TSI_FEA_XX.wav,1025,False,TSI,The surface is slick,FEA,fear
1025/1025_TSI_DIS_XX.wav,1025,False,TSI,The surface is slick,DIS,disgust
1025/1025_WSI_NEU_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1025/1025_WSI_HAP_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1025/1025_WSI_SAD_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,SAD,sad
1025/1025_WSI_ANG_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,ANG,anger
1025/1025_WSI_FEA_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,FEA,fear
1025/1025_WSI_DIS_XX.wav,1025,False,WSI,We'll stop in a couple of minutes,DIS,disgust
1026/1026_IEO_NEU_XX.wav,1026,False,IEO,It's eleven o'clock,NEU,neutral
1026/1026_IEO_HAP_LO.wav,1026,False,IEO,It's eleven o'clock,HAP,happy/joy
1026/1026_IEO_HAP_MD.wav,1026,False,IEO,It's eleven o'clock,HAP,happy/joy
1026/1026_IEO_HAP_HI.wav,1026,False,IEO,It's eleven o'clock,HAP,happy/joy
1026/1026_IEO_SAD_LO.wav,1026,False,IEO,It's eleven o'clock,SAD,sad
1026/1026_IEO_SAD_MD.wav,1026,False,IEO,It's eleven o'clock,SAD,sad
1026/1026_IEO_SAD_HI.wav,1026,False,IEO,It's eleven o'clock,SAD,sad
1026/1026_IEO_ANG_LO.wav,1026,False,IEO,It's eleven o'clock,ANG,anger
1026/1026_IEO_ANG_MD.wav,1026,False,IEO,It's eleven o'clock,ANG,anger
1026/1026_IEO_ANG_HI.wav,1026,False,IEO,It's eleven o'clock,ANG,anger
1026/1026_IEO_FEA_LO.wav,1026,False,IEO,It's eleven o'clock,FEA,fear
1026/1026_IEO_FEA_MD.wav,1026,False,IEO,It's eleven o'clock,FEA,fear
1026/1026_IEO_FEA_HI.wav,1026,False,IEO,It's eleven o'clock,FEA,fear
1026/1026_IEO_DIS_LO.wav,1026,False,IEO,It's eleven o'clock,DIS,disgust
1026/1026_IEO_DIS_MD.wav,1026,False,IEO,It's eleven o'clock,DIS,disgust
1026/1026_IEO_DIS_HI.wav,1026,False,IEO,It's eleven o'clock,DIS,disgust
1026/1026_TIE_NEU_XX.wav,1026,False,TIE,That is exactly what happened,NEU,neutral
1026/1026_TIE_HAP_XX.wav,1026,False,TIE,That is exactly what happened,HAP,happy/joy
1026/1026_TIE_SAD_XX.wav,1026,False,TIE,That is exactly what happened,SAD,sad
1026/1026_TIE_ANG_XX.wav,1026,False,TIE,That is exactly what happened,ANG,anger
1026/1026_TIE_FEA_XX.wav,1026,False,TIE,That is exactly what happened,FEA,fear
1026/1026_TIE_DIS_XX.wav,1026,False,TIE,That is exactly what happened,DIS,disgust
1026/1026_IOM_NEU_XX.wav,1026,False,IOM,I'm on my way to the meeting,NEU,neutral
1026/1026_IOM_HAP_XX.wav,1026,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1026/1026_IOM_SAD_XX.wav,1026,False,IOM,I'm on my way to the meeting,SAD,sad
1026/1026_IOM_ANG_XX.wav,1026,False,IOM,I'm on my way to the meeting,ANG,anger
1026/1026_IOM_FEA_XX.wav,1026,False,IOM,I'm on my way to the meeting,FEA,fear
1026/1026_IOM_DIS_XX.wav,1026,False,IOM,I'm on my way to the meeting,DIS,disgust
1026/1026_IWW_NEU_XX.wav,1026,False,IWW,I wonder what this is about,NEU,neutral
1026/1026_IWW_HAP_XX.wav,1026,False,IWW,I wonder what this is about,HAP,happy/joy
1026/1026_IWW_SAD_XX.wav,1026,False,IWW,I wonder what this is about,SAD,sad
1026/1026_IWW_ANG_XX.wav,1026,False,IWW,I wonder what this is about,ANG,anger
1026/1026_IWW_FEA_XX.wav,1026,False,IWW,I wonder what this is about,FEA,fear
1026/1026_IWW_DIS_XX.wav,1026,False,IWW,I wonder what this is about,DIS,disgust
1026/1026_TAI_NEU_XX.wav,1026,False,TAI,The airplane is almost full,NEU,neutral
1026/1026_TAI_HAP_XX.wav,1026,False,TAI,The airplane is almost full,HAP,happy/joy
1026/1026_TAI_SAD_XX.wav,1026,False,TAI,The airplane is almost full,SAD,sad
1026/1026_TAI_ANG_XX.wav,1026,False,TAI,The airplane is almost full,ANG,anger
1026/1026_TAI_FEA_XX.wav,1026,False,TAI,The airplane is almost full,FEA,fear
1026/1026_TAI_DIS_XX.wav,1026,False,TAI,The airplane is almost full,DIS,disgust
1026/1026_MTI_NEU_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1026/1026_MTI_HAP_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1026/1026_MTI_SAD_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1026/1026_MTI_ANG_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1026/1026_MTI_FEA_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1026/1026_MTI_DIS_XX.wav,1026,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1026/1026_IWL_NEU_XX.wav,1026,False,IWL,I would like a new alarm clock,NEU,neutral
1026/1026_IWL_HAP_XX.wav,1026,False,IWL,I would like a new alarm clock,HAP,happy/joy
1026/1026_IWL_SAD_XX.wav,1026,False,IWL,I would like a new alarm clock,SAD,sad
1026/1026_IWL_ANG_XX.wav,1026,False,IWL,I would like a new alarm clock,ANG,anger
1026/1026_IWL_FEA_XX.wav,1026,False,IWL,I would like a new alarm clock,FEA,fear
1026/1026_IWL_DIS_XX.wav,1026,False,IWL,I would like a new alarm clock,DIS,disgust
1026/1026_ITH_NEU_XX.wav,1026,False,ITH,I think I have a doctor's appointment,NEU,neutral
1026/1026_ITH_HAP_XX.wav,1026,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1026/1026_ITH_SAD_XX.wav,1026,False,ITH,I think I have a doctor's appointment,SAD,sad
1026/1026_ITH_ANG_XX.wav,1026,False,ITH,I think I have a doctor's appointment,ANG,anger
1026/1026_ITH_FEA_XX.wav,1026,False,ITH,I think I have a doctor's appointment,FEA,fear
1026/1026_ITH_DIS_XX.wav,1026,False,ITH,I think I have a doctor's appointment,DIS,disgust
1026/1026_DFA_NEU_XX.wav,1026,False,DFA,Don't forget a jacket,NEU,neutral
1026/1026_DFA_HAP_XX.wav,1026,False,DFA,Don't forget a jacket,HAP,happy/joy
1026/1026_DFA_SAD_XX.wav,1026,False,DFA,Don't forget a jacket,SAD,sad
1026/1026_DFA_ANG_XX.wav,1026,False,DFA,Don't forget a jacket,ANG,anger
1026/1026_DFA_FEA_XX.wav,1026,False,DFA,Don't forget a jacket,FEA,fear
1026/1026_DFA_DIS_XX.wav,1026,False,DFA,Don't forget a jacket,DIS,disgust
1026/1026_ITS_NEU_XX.wav,1026,False,ITS,I think I've seen this before,NEU,neutral
1026/1026_ITS_HAP_XX.wav,1026,False,ITS,I think I've seen this before,HAP,happy/joy
1026/1026_ITS_SAD_XX.wav,1026,False,ITS,I think I've seen this before,SAD,sad
1026/1026_ITS_ANG_XX.wav,1026,False,ITS,I think I've seen this before,ANG,anger
1026/1026_ITS_FEA_XX.wav,1026,False,ITS,I think I've seen this before,FEA,fear
1026/1026_ITS_DIS_XX.wav,1026,False,ITS,I think I've seen this before,DIS,disgust
1026/1026_TSI_NEU_XX.wav,1026,False,TSI,The surface is slick,NEU,neutral
1026/1026_TSI_HAP_XX.wav,1026,False,TSI,The surface is slick,HAP,happy/joy
1026/1026_TSI_SAD_XX.wav,1026,False,TSI,The surface is slick,SAD,sad
1026/1026_TSI_ANG_XX.wav,1026,False,TSI,The surface is slick,ANG,anger
1026/1026_TSI_FEA_XX.wav,1026,False,TSI,The surface is slick,FEA,fear
1026/1026_TSI_DIS_XX.wav,1026,False,TSI,The surface is slick,DIS,disgust
1026/1026_WSI_NEU_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1026/1026_WSI_HAP_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1026/1026_WSI_SAD_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,SAD,sad
1026/1026_WSI_ANG_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,ANG,anger
1026/1026_WSI_FEA_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,FEA,fear
1026/1026_WSI_DIS_XX.wav,1026,False,WSI,We'll stop in a couple of minutes,DIS,disgust
1027/1027_IEO_NEU_XX.wav,1027,False,IEO,It's eleven o'clock,NEU,neutral
1027/1027_IEO_HAP_LO.wav,1027,False,IEO,It's eleven o'clock,HAP,happy/joy
1027/1027_IEO_HAP_MD.wav,1027,False,IEO,It's eleven o'clock,HAP,happy/joy
1027/1027_IEO_HAP_HI.wav,1027,False,IEO,It's eleven o'clock,HAP,happy/joy
1027/1027_IEO_SAD_LO.wav,1027,False,IEO,It's eleven o'clock,SAD,sad
1027/1027_IEO_SAD_MD.wav,1027,False,IEO,It's eleven o'clock,SAD,sad
1027/1027_IEO_SAD_HI.wav,1027,False,IEO,It's eleven o'clock,SAD,sad
1027/1027_IEO_ANG_LO.wav,1027,False,IEO,It's eleven o'clock,ANG,anger
1027/1027_IEO_ANG_MD.wav,1027,False,IEO,It's eleven o'clock,ANG,anger
1027/1027_IEO_ANG_HI.wav,1027,False,IEO,It's eleven o'clock,ANG,anger
1027/1027_IEO_FEA_LO.wav,1027,False,IEO,It's eleven o'clock,FEA,fear
1027/1027_IEO_FEA_MD.wav,1027,False,IEO,It's eleven o'clock,FEA,fear
1027/1027_IEO_FEA_HI.wav,1027,False,IEO,It's eleven o'clock,FEA,fear
1027/1027_IEO_DIS_LO.wav,1027,False,IEO,It's eleven o'clock,DIS,disgust
1027/1027_IEO_DIS_MD.wav,1027,False,IEO,It's eleven o'clock,DIS,disgust
1027/1027_IEO_DIS_HI.wav,1027,False,IEO,It's eleven o'clock,DIS,disgust
1027/1027_TIE_NEU_XX.wav,1027,False,TIE,That is exactly what happened,NEU,neutral
1027/1027_TIE_HAP_XX.wav,1027,False,TIE,That is exactly what happened,HAP,happy/joy
1027/1027_TIE_SAD_XX.wav,1027,False,TIE,That is exactly what happened,SAD,sad
1027/1027_TIE_ANG_XX.wav,1027,False,TIE,That is exactly what happened,ANG,anger
1027/1027_TIE_FEA_XX.wav,1027,False,TIE,That is exactly what happened,FEA,fear
1027/1027_TIE_DIS_XX.wav,1027,False,TIE,That is exactly what happened,DIS,disgust
1027/1027_IOM_NEU_XX.wav,1027,False,IOM,I'm on my way to the meeting,NEU,neutral
1027/1027_IOM_HAP_XX.wav,1027,False,IOM,I'm on my way to the meeting,HAP,happy/joy
1027/1027_IOM_SAD_XX.wav,1027,False,IOM,I'm on my way to the meeting,SAD,sad
1027/1027_IOM_ANG_XX.wav,1027,False,IOM,I'm on my way to the meeting,ANG,anger
1027/1027_IOM_FEA_XX.wav,1027,False,IOM,I'm on my way to the meeting,FEA,fear
1027/1027_IOM_DIS_XX.wav,1027,False,IOM,I'm on my way to the meeting,DIS,disgust
1027/1027_IWW_NEU_XX.wav,1027,False,IWW,I wonder what this is about,NEU,neutral
1027/1027_IWW_HAP_XX.wav,1027,False,IWW,I wonder what this is about,HAP,happy/joy
1027/1027_IWW_SAD_XX.wav,1027,False,IWW,I wonder what this is about,SAD,sad
1027/1027_IWW_ANG_XX.wav,1027,False,IWW,I wonder what this is about,ANG,anger
1027/1027_IWW_FEA_XX.wav,1027,False,IWW,I wonder what this is about,FEA,fear
1027/1027_IWW_DIS_XX.wav,1027,False,IWW,I wonder what this is about,DIS,disgust
1027/1027_TAI_NEU_XX.wav,1027,False,TAI,The airplane is almost full,NEU,neutral
1027/1027_TAI_HAP_XX.wav,1027,False,TAI,The airplane is almost full,HAP,happy/joy
1027/1027_TAI_SAD_XX.wav,1027,False,TAI,The airplane is almost full,SAD,sad
1027/1027_TAI_ANG_XX.wav,1027,False,TAI,The airplane is almost full,ANG,anger
1027/1027_TAI_FEA_XX.wav,1027,False,TAI,The airplane is almost full,FEA,fear
1027/1027_TAI_DIS_XX.wav,1027,False,TAI,The airplane is almost full,DIS,disgust
1027/1027_MTI_NEU_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,NEU,neutral
1027/1027_MTI_HAP_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,HAP,happy/joy
1027/1027_MTI_SAD_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,SAD,sad
1027/1027_MTI_ANG_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,ANG,anger
1027/1027_MTI_FEA_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,FEA,fear
1027/1027_MTI_DIS_XX.wav,1027,False,MTI,Maybe tomorrow it will be cold,DIS,disgust
1027/1027_IWL_NEU_XX.wav,1027,False,IWL,I would like a new alarm clock,NEU,neutral
1027/1027_IWL_HAP_XX.wav,1027,False,IWL,I would like a new alarm clock,HAP,happy/joy
1027/1027_IWL_SAD_XX.wav,1027,False,IWL,I would like a new alarm clock,SAD,sad
1027/1027_IWL_ANG_XX.wav,1027,False,IWL,I would like a new alarm clock,ANG,anger
1027/1027_IWL_FEA_XX.wav,1027,False,IWL,I would like a new alarm clock,FEA,fear
1027/1027_IWL_DIS_XX.wav,1027,False,IWL,I would like a new alarm clock,DIS,disgust
1027/1027_ITH_NEU_XX.wav,1027,False,ITH,I think I have a doctor's appointment,NEU,neutral
1027/1027_ITH_HAP_XX.wav,1027,False,ITH,I think I have a doctor's appointment,HAP,happy/joy
1027/1027_ITH_SAD_XX.wav,1027,False,ITH,I think I have a doctor's appointment,SAD,sad
1027/1027_ITH_ANG_XX.wav,1027,False,ITH,I think I have a doctor's appointment,ANG,anger
1027/1027_ITH_FEA_XX.wav,1027,False,ITH,I think I have a doctor's appointment,FEA,fear
1027/1027_ITH_DIS_XX.wav,1027,False,ITH,I think I have a doctor's appointment,DIS,disgust
1027/1027_DFA_NEU_XX.wav,1027,False,DFA,Don't forget a jacket,NEU,neutral
1027/1027_DFA_HAP_XX.wav,1027,False,DFA,Don't forget a jacket,HAP,happy/joy
1027/1027_DFA_SAD_XX.wav,1027,False,DFA,Don't forget a jacket,SAD,sad
1027/1027_DFA_ANG_XX.wav,1027,False,DFA,Don't forget a jacket,ANG,anger
1027/1027_DFA_FEA_XX.wav,1027,False,DFA,Don't forget a jacket,FEA,fear
1027/1027_DFA_DIS_XX.wav,1027,False,DFA,Don't forget a jacket,DIS,disgust
1027/1027_ITS_NEU_XX.wav,1027,False,ITS,I think I've seen this before,NEU,neutral
1027/1027_ITS_HAP_XX.wav,1027,False,ITS,I think I've seen this before,HAP,happy/joy
1027/1027_ITS_SAD_XX.wav,1027,False,ITS,I think I've seen this before,SAD,sad
1027/1027_ITS_ANG_XX.wav,1027,False,ITS,I think I've seen this before,ANG,anger
1027/1027_ITS_FEA_XX.wav,1027,False,ITS,I think I've seen this before,FEA,fear
1027/1027_ITS_DIS_XX.wav,1027,False,ITS,I think I've seen this before,DIS,disgust
1027/1027_TSI_NEU_XX.wav,1027,False,TSI,The surface is slick,NEU,neutral
1027/1027_TSI_HAP_XX.wav,1027,False,TSI,The surface is slick,HAP,happy/joy
1027/1027_TSI_SAD_XX.wav,1027,False,TSI,The surface is slick,SAD,sad
1027/1027_TSI_ANG_XX.wav,1027,False,TSI,The surface is slick,ANG,anger
1027/1027_TSI_FEA_XX.wav,1027,False,TSI,The surface is slick,FEA,fear
1027/1027_TSI_DIS_XX.wav,1027,False,TSI,The surface is slick,DIS,disgust
1027/1027_WSI_NEU_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,NEU,neutral
1027/1027_WSI_HAP_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,HAP,happy/joy
1027/1027_WSI_SAD_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,SAD,sad
1027/1027_WSI_ANG_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,ANG,anger
1027/1027_WSI_FEA_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,FEA,fear
1027/1027_WSI_DIS_XX.wav,1027,False,WSI,We'll stop in a couple of minutes,DIS,disgust
